date,S1,S2,S3
2026-05-06A,1,1,1
2026-05-06C,1,1,1
2026-05-07A,1,1,1
2026-05-07C,1,1,1
2026-05-08A,1,1,1
2026-05-08C,1,1,1
2026-05-11A,1,1,1
2026-05-11C,1,1,0
2026-05-12A,1,1,0
2026-05-12C,1,1,0
2026-05-13A,1,1,0
2026-05-13C,1,1,0
2026-05-14A,1,1,0
2026-05-14C,1,1,1
2026-05-15A,1,1,1
2026-05-15C,1,1,0
2026-05-18A,1,1,0
2026-05-18C,1,1,0
2026-05-19A,1,1,0
2026-05-19C,1,1,0
2026-05-20A,1,1,0
2026-05-20C,1,1,1
2026-05-21A,1,1,1
2026-05-21C,1,1,1
2026-05-22A,1,1,1
2026-05-22C,1,1,1
2026-05-26A,1,1,1
2026-05-26C,1,1,1
2026-05-27A,1,1,1
2026-05-27C,1,1,1
2026-05-28A,1,1,1
2026-05-28C,1,1,1
2026-05-29A,1,1,1
2026-05-29C,1,1,1
2026-06-01A,1,1,1
2026-06-01C,1,1,1
2026-06-02A,1,1,1
2026-06-02C,1,1,1
2026-06-03A,1,1,1
2026-06-03C,1,1,1
2026-06-04A,1,1,1
2026-06-04C,1,1,1
2026-06-05A,1,1,1
2026-06-05C,1,1,0
2026-06-08A,1,1,0
2026-06-08C,1,1,0
2026-06-09A,1,1,0
2026-06-09C,1,1,0
2026-06-10A,1,1,0
2026-06-10C,1,1,0
2026-06-11A,1,1,0
2026-06-11C,1,1,0
2026-06-12A,1,1,0
2026-06-12C,1,1,1
2026-06-15A,1,1,1
2026-06-15C,1,1,1
2026-06-16A,1,1,1
2026-06-16C,1,1,1
2026-06-17A,1,1,1
2026-06-17C,1,0,0
2026-06-18A,1,0,0
2026-06-18C,1,1,1
2026-06-22A,1,1,1
2026-06-22C,1,1,1
2026-06-23A,1,1,1
2026-06-23C,0,0,0
2026-06-24A,0,0,0
2026-06-24C,0,0,0
2026-06-25A,0,0,0
2026-06-25C,0,0,0
2026-06-26A,0,0,0
2026-06-26C,0,0,0
2026-06-29A,0,0,0
2026-06-29C,0,0,0
2026-06-30A,0,0,0
2026-06-30C,1,0,0
2026-07-01A,1,0,0
2026-07-01C,1,0,0
2026-07-02A,1,0,0
2026-07-02C,1,0,0
2026-07-06A,1,0,0
2026-07-06C,1,1,1
2026-07-07A,1,1,1
2026-07-07C,1,1,1
2026-07-08A,1,1,1
2026-07-08C,1,1,1
2026-07-09A,1,1,1
2026-07-09C,1,1,1
2026-07-10A,1,1,1
2026-07-10C,1,1,1
2026-07-13A,1,1,1
2026-07-13C,1,1,0
2026-07-14A,1,1,0
2026-07-14C,1,1,0
2026-07-15A,1,1,0
2026-07-15C,1,1,1
2026-07-16A,1,1,1
2026-07-16C,1,1,0
2026-07-17A,1,1,0
2026-07-17C,1,1,0
2026-07-20A,1,1,0
2026-07-20C,1,1,0
2026-07-21A,1,1,0
2026-07-21C,1,1,0
2026-07-22A,1,1,0
2026-07-22C,1,1,1
2026-07-23A,1,1,1
2026-07-23C,1,0,0
2026-07-24A,1,0,0
2026-07-24C,1,0,0
2026-07-27A,1,0,0
2026-07-27C,1,0,0
2026-07-28A,1,0,0
2026-07-28C,0,0,0
2026-07-29A,0,0,0
2026-07-29C,0,0,0
2026-07-30A,0,0,0
2026-07-30C,0,0,0
2026-07-31A,0,0,0
2026-07-31C,0,0,0
2026-08-03A,0,0,0
2026-08-03C,1,1,1
2026-08-04A,1,1,1
2026-08-04C,1,1,1
2026-08-05A,1,1,1
2026-08-05C,1,1,1
2026-08-06A,1,1,1
2026-08-06C,1,1,1
2026-08-07A,1,1,1
2026-08-07C,1,1,1
2026-08-10A,1,1,1
2026-08-10C,1,1,1
2026-08-11A,1,1,1
2026-08-11C,1,1,1
2026-08-12A,1,1,1
2026-08-12C,1,1,1
2026-08-13A,1,1,1
2026-08-13C,1,1,1
2026-08-14A,1,1,1
2026-08-14C,1,1,1
2026-08-17A,1,1,1
2026-08-17C,1,1,0
2026-08-18A,1,1,0
2026-08-18C,1,1,0
2026-08-19A,1,1,0
2026-08-19C,1,1,1
2026-08-20A,1,1,1
2026-08-20C,1,1,0
2026-08-21A,1,1,0
2026-08-21C,1,1,0
2026-08-24A,1,1,0
2026-08-24C,1,1,0
2026-08-25A,1,1,0
2026-08-25C,1,1,0
2026-08-26A,1,1,0
2026-08-26C,1,1,1
2026-08-27A,1,1,1
2026-08-27C,1,1,1
2026-08-28A,1,1,1
2026-08-28C,1,1,1
2026-08-31A,1,1,1
2026-08-31C,1,1,1
2026-09-01A,1,1,1
2026-09-01C,1,1,0
2026-09-02A,1,1,0
2026-09-02C,1,1,1
2026-09-03A,1,1,1
2026-09-03C,1,1,1
2026-09-04A,1,1,1
2026-09-04C,1,1,1
